configuration,hv_mean,hv_std,igd_mean,igd_std,spread_mean,spread_std,front_mean
A_baseline,108592.94131666668,2150.8969182368623,0.6553421737913206,0.661979022387756,179.63961591011272,20.33563849324054,49.93333333333333
B_graph_pmx,108407.3583375,1613.3351894733266,0.524247538759641,0.35938397638921327,179.9838864764989,18.774279815823796,49.8
C_gls,108625.66629416666,2080.735793520073,0.6525985101617393,0.6573622910553314,181.76173648100442,17.75282570303422,50.13333333333333
D_graph_pmx_gls,108351.032465,1661.0200004995384,0.5535311820426956,0.4806430973391842,180.05670301918443,19.08014698669861,50.1
